Text,Labels
"Nicoleâs house is an absolute haven in the middle of Silverlake. The smell of the flowers, all the wood and the nature is so good! Also the beds are really good and the host very communicative. Would love to come back again!",location
"This house is paradise. A pocket of tranquility right in the heart of bustling silverlake. Sparkling clean, welcoming and tranquil. Would live here if I could! Nicole is a fantastic host. Anyone is lucky to secure a booking on this house!",clean
Unexpectedly charming paradise. The pictures donât cut it. We spent most of our time enjoying the beauty of the oasis,location
"A beautiful home, charmingly situated and surrounded by trees and flowers. Lovely outside spaces for relaxing and eating. Convenient location with easy access to stores, and a lovely park a few minutes away.",location
Nicoleâs home is wonderful. A great private get away without having to be far away from all the action LA has to offer. It was a wonderful to just enjoy and relax in this home.,location
"Sarah was a fantastic host. She was very easy to get in contact with and was quick at dealing with anything we needed assistance with. The place was the perfect size for 2 of us to spend nearly a month feeling like we lived in LA. It was great to come to a place that had all we needed to feel homely. The area is amazing with lots of choice in cafes and restaurants, it seemed to be a very safe neighbourhood and was the perfect way to be close enough to everything we wanted in LA, but not be stuck in the middle of a really busy, touristy place. We would definitely recommend Los Feliz as an area, and Sarah's place to stay! Thanks Sarah!! :) ",location
"This was my first experience using Airbnb and it was amazing! Sarah's place was exactly how it's described, in a great location - minutes walk to super market / cafes etc. any questions I had she was quick to respond and her detailed instructions with how to check in made it very easy! Absolutely loved my stay and so glad this was my first time! Will be booking again in the future :) ",host
What an amazing place.  Nicole's house is stunning and in a great location.  I would highly recommend this as a place to stay.,location
"Nicoleâs place is an amazing spot to stay in LA with great amenities. Plus, Silver Lake is a good neighbourhood to explore in the city. I would definitely stay here again!",location
This was a beautiful house to stay in. It almost made us want to stay in! The house was in a great location and short drives/Uber to most places we visited. Would stay again!,location
"Nicoleâs place was our favorite thing about LA. Book with confidence, youâll be pleasantly surprised. Thanks for sharing your home with us, Nicole!",location
"This is a lovely home in a great location. Good kitchen, living space and several outdoor areas. Close to a lot of Silver Lake action down on sunset but tucked away so that itâs quiet and almost woodsy - the patio and greenery around it make for a really nice outdoor haven. Thereâs a great master bedroom and a smaller childâs room with a twin bed. The 3rd bedroom is a separate little cottage, so something to know is that one doesnât have itâs own bathroom and one needs to go into the main house. Very comfortable and easy though! Thanks for the great spot!",location
Amazing! Nicoleâs place is a magical oasis in Silver Lake. Easy to work from âhomeâ there and my coworkers were jealous of my amazing view from the patio. I really enjoyed my month long retreat during these uncertain times.,location
"This place is so cute! Great location in silver lake, beautiful view and awesome patio. Nicole is a wonderful host, she is very responsive and thoughtful!  She also made us feel safe with all the cleaning measures and supplies at home. Will definitely stay here again next time.",location
"The place is so cool and has way more space than you can see! Would definitely stay again! Nicole was extremely attentive, communicative and availableâone of my better AirBnb experiences!",location
Nicoleâs place was amazing. Her house is very secluded and you have everything you need for an enjoyable stay. I would highly recommend staying here if it is available. Check in/out is very easy and Nicole was very responsive.,location
"The price point is a good value for the area. I read the previous reviews, liked the exterior space and thought Iâd give it a go. I was traveling with my wife, her two teens and our 2 year old and staying a few days over Xmas. Communication with Nicole is very good and she is very helpful. The living space did accommodate us but other than the outdoor space, the interior space wasnât the best fit for our family. I didnât realize that parking is almost non existent. On two nights, I walked up and down a hill a block away.. The home is at the end of a dead end street and up two flights of city concrete stair. Once in the gate, there is a path and more stairs to the house. Not so bad if your not carrying a toddler or if your not physically challenged. If you are used to a turn key ABB this isnât the space for you. You are renting a home that has the feeling of being in someoneâs else personal space. There is a small bedroom that fits a queen and another smaller room that fits a twin bed for a child and small desk in the other. The third room is detached from the main rooms and is off the exterior deck with another queen bed and table with printer. Unfortunately, it rained our entire stay so we didnât get to enjoy the exterior. If you like a more bohemian environment then this could be your thing. It just didnât work for us.",location
"This was hands down one of the best Airbnbs Iâve stayed in. The space is cozy and lovely, and Nicole is a wonderful and generous hostâshe went so far as to supply some toddler gear for us, going out of her way to make our trip easier. <br/><br/>The patio is a total delight, with beautiful trees and foliage surrounding you (as well as the sounds of animals scampering aroundâyou really get an incredible feeling of being in nature even though youâre right in the middle of the city!). <br/><br/>We had read a review from someone who complained about the steps and how difficult it was to access the house and were unsure if the space would work for us because we have two toddlers and plenty of luggage. In fact it was totally fineâweâre reasonably fit and found the stairs to be fun and not overwhelming, so know that itâs all relative to what youâre used to in terms of physical effort. We are New Yorkers and walk everywhere so climbing some steps to get to a sweet paradise of an Airbnb was not biggie. <br/><br/>Oh, also for all those night-pee-ers out there, know that the third bedroom, which is a stand-alone structure across the way (a few feet) from the house, does not have its own bathroomâso you have to walk outside and into the main house to use the bathroom. Not a big deal but something to note. <br/>We wouldnât hesitate to book again and very highly recommend!!",location
best place ive ever stayed in <3,location
"This is by far, my favorite experience on AirBNB. This was beyond a charming cottage in Los Angelesâ¦ this was was a beautiful getaway retreat.. filled with so many cool spaces to relax. <br/>Not only did the space exceed my expectation, but so did the host!! Nicole was so friendly, informative, and kind throughout our stay. <br/><br/>There is this underlying magic about Los Angeles that Nicole has curated so perfectly in this space. Itâs hidden gems like this that make me fall in love with LA all over again.",location
"Great clean space, and location was great with nice views!",location
"Amazing spot, was amazing to have a âcabin in the woodsâ in the middle of LA. Stairs werenât too bad for us and was a really convenient location. We had street parking and there was never an issue with parking right at the bottom of the stairs.",location
"Nicoleâs place is simply great. A true oasis in the wonderful area of Silver Lake. We loved the terraces, the quietness, the beauty of the interior. Extra plus: the guest house! Nicole was easy to contact and responded within minutes. My family of three stayed for two weeks and we will return without any doubt. <br/>Highly recommended! Thanks Nic!",location
"Nicole is a really good host and provided everything we needed. The location is incredible, so glad I chose to stay here.",location
"Everything was perfect! The room was cozy, clean, and private. The host, Jon, was there when I needed him and completely out of my way when I wanted my privacy. The house is super cute and right in the middle of everything, yet private and quiet because it's up on a little hill. The backyard view during the day and night is extraordinary and great for a little LA fun. <br/><br/>Bars, restaurants, clothing stores, and just young hip area are steps away. The house is off the street so you feel privacy in a wonderful way, especially because as soon as you walk down the stairs to the street, you're only a few blocks away from the action.<br/><br/>I couldn't have asked for a better place to stay. The house was very nice, Jon was a great and respectful host, I had a private entrance, and access to the backyard which was just perfect. Couldn't ask anything more from a stay. <br/><br/>I DEFINITELY recommend staying here... and cheaper than I'd think. Not to mention the cozy perfect little bathroom and beautiful foliage everywhere that Jon planted himself he said. <br/><br/>",location
"Sarah's place is clean and provides basic needs for your stay.  Very convenient and walkable to grocery store, good restaurants, local pubs and spas.",clean
"Sarah's place is perfect. This was the second time I've been there for an extended stay. Great location, and it's even better in person that the photos. I'm looking forward to the next time!",location
Sara's studio apartment was very clean. It had a nice size bathroom with quality towels and complete kitchen. The bed was very comfortable and it had a great seating area.  There was absolutely no problem with the Wifi or the TV. It is perfectly located in a lovely residential area with coffee shops and restaurants close by. There is also parking available behind the apartment. I would recommend it without hesitation.,clean
"We can definitely recommend Sarah's place! Clean, well stocked with necessities, and quiet. Simple and comfortable; it really met all of our needs! We would definitely stay here again!",clean
"During my stay, I enjoyed a lot. There are many good restaurants nearby. Easy to reach market for groceries without driving. ",location
"Sarah's place was perfect for our stay - easy to find with very detailed instructions, great location in Los Feliz, and a really well-stocked and maintained apartment overall. ",location
Great location and exactly as described.  Sarah gave excellent instructions on the apartment and things that are local.  Great spot and would stay again!,location
"Sarah was very friendly and easy to communicate with, and the apartment is just as described. She sent us an email a few days ahead and detailed instructions. The neighborhood is super cute and hip. We had a great stay!",clean
"Clean and comfortable, bed slept great! Perfect location for shops and restaurants on Hillhurst and Vermont. Great tissue and toilet paper! Very important! Thanks Sarah, I look forward to my next visit to the Los Feliz area and Studio B!",clean
I had a wonderful stuff at Sarah's place. It's in a great neighborhood with lots of good restaurants and amenities nearby. Sarah was a super communicative host. I definitely recommend her place!,location
Fabulous studio in a brilliant location. Everything was spotless and very tastefully decorated. Sarah's communication was excellent - her check-in notes were very informative and she replied very promptly to my email quite late at night when I couldn't work out how to operate the shower (my fault completely - turns out some American showers are different to Australian ones). Would definitely stay here again.,clean
"Sarah's place was super clean and simple and VERY close to great restaurants, bars, and shops. Walked everywhere.  ",clean
"great place, clean and comfortable!",clean
"This was an awesome place to stay! If we ever visit LA again, we will look to stay here. It was in a great location! We walked to every place we wanted to go go in Los Feliz, which was great and the parking spot was a huge plus as well! 10 out of 10 would recommend to anyone! We loved it and It definitely helped make our trip amazing!",location
"The location of Sarah's place is incredible. Very safe and quiet neighborhood with plenty of restaurants and shops. The studio looks exactly like the photos and was very comfortable even without AC. Our only complaint (which isn't anything Sarah can change) is the noise that we heard from the upstairs neighbor. We could literally hear every footstep and every drawer that was opened or closed. Despite that, we had an awesome stay and would stay again with some earplugs!",location
"Sarah is a very good communicator and provides clear check in instructions.  She was out of town during my stay, but advised me of this ahead of time and I never had any need to contact her anyway. <br/>The unit is a nice size and worked very well for one person.  Would be great for 2 as well.  Maybe even ok with young children.  <br/>Neighborhood is very walkable, felt safe and is conveniently located near cafes, restaurants, and grocery stores.  I LOVED the natural foods store just a couple of blocks away.  <br/>Coming back to Sarah's studio always felt like home when coming back from a day out.  There was one occasion where someone was parked in the unit's space but the car was gone within a few minutes and I could move my car into the assigned space.  <br/>",location
"Great location with walkability to restaurants, grocery stores, shops and cafes.",location
"Book with confidence! What an amazing place to stay. First, the location can't be beat. So close to Griffith Park and blue bottle coffee as well as a grocery store right down the street. Street parking as well as an assigned parking spot. Second, the place itself is just as advertised. Bright, clean, and colorful with plenty of space. Full kitchen and bathroom as well. It got pretty hot in LA while we were there (90ish), but Sarah's place stayed cool the whole time. Finally, Sarah herself was very responsive and always got back to us promptly. This place is worth every penny and I would love to stay again. Thanks Sarah! ",clean
Sarah's place was very cozy and just like the pictures! It was very easy to get to and from FYF Fest and back using the metro on sunset! Sarah is a great host and I would stay here again!,host
"Sarah's place is on a nice quiet street. The place was clean and roomy. Very cute layout. The apt was easy to find and her instructions easy to follow. The apt is walking distance to many great restaurants , cafes and major grocery store on Hillhurst Vermont . ",clean
"Sarah is a very good host. Good communication and considerate. The apartment is in a very quiet residential area, with some cafes and super market nearby. Easy to get around with lyft. The apartment is underground, and it is a bit stuffy with the hot weather. The toilet got a bit problem when we checked in and the host said she would get the plumber to fix it as soon as we check out. Overall, good experience.  ",clean
"An amazing location, great host but the property does not have an AC . Neighbors are very friendly too!",location
"The pros of this sweet little basement apartment are; a parking spot, lots of restaurants and cafes near by (Cafe Los Feliz breakfast croissant!!!), laundry on the premises, well stocked with bathroom/kitchen essentials, easy communication with the host.<br/><br/>The cons; noise from upstairs apartment. If you're an early riser and a sound sleeper, you may not be bothered. No AC, but there is a fan that works well, and if you prop the door open you can get a good breeze going. <br/><br/>All in all, this was a good value, and felt like a home, which was nice for my long stay. I never met the host in person, but she was very easy to contact by text, and was friendly.",clean
"The perfect location in the heart of Los Feliz! A cozy and cute little studio space with everything you'll need, and if you have any questions, Sarah is super quick to respond. I can't say enough good things about our stay.. we will definitely be looking to book this same place again the next time we come to Los Angeles for work.",location
"We stayed for a week in Sarah's apartment and it was a great base for everything we needed in LA. <br/>The neighbourhood was very quiet and convenient for Hollywood, Universal studios etc. <br/>I never met Sarah but she kept in touch via text and sent me great recommendations for restaurants and bars. <br/>I'd definitely stay here again next time I return to LA.",location
"We had a great time during our stay here. The studio was really clean, check-in was easy, and the location was great for what we wanted to do. There is close public transport and it's just a short walk to the shops and restaurants in the area. We had everything we needed in the studio, and the ceiling fan was useful in the hot weather. We would definitely stay here again, highly recommend!",clean
"Sarah was an awesome host. Quick responses and very considerate of her guests. Loved the location! Quiet neighborhood that is walking distance to shops, restaurants, cafes, Griffith Park, and grocery stores. It canât get any better than that :) The studio comes with a parking spot and there is usually parking available on the street. Studio is pretty spacious with a full kitchen.",location
"Sarah was really nice, answered very quickly and the studio was perfect!",clean
"I had an amazing stay at Sarah's place. The location is perfect, close to anything you need (grocery store, cafÃ©s, restaurants, public transport - bus and metro), and close to Griffith Park. The place itself was like the pictures, clean and with all the amenities needed. Would definitely recommend it!",clean
"This place is exactly as advertised. The location is amazing. The host even moreso. Just being able to have such an awesomely located place in one of the best neighborhoods in L.A. to crash in is great on its own. However, the place is spectacularly clean, has great amenities, and is very well designed and decorated.<br/><br/>We will certainly be staying here again!",clean
Our stay Sarah's place was great! Had a problem upon check in and she responded immediately and fixed the situation. The location was awesome.. tons of stuff to do within walking distance. Having a full kitchen and a designated parking spot was very useful. Thanks again Sarah!,clean
Elizabeth's place was fantastic to stay at and she is a wonderful host. Very responsive in communication and willing to accommodate our needs. The pool is spectacular and we had a great time spending the afternoon relaxing there. The room had all the essentials and is cooled nicely with good air conditioning which is great in the summer. Also had a washer and dryer which was a great addition and allowed us to wash our clothes. Overall great experience! Would recommend! ,location
"The back yard Oasis was fantastic! It was beautifully done and like a retreat. The neighborhood has great restaurants, coffee shops, etc. Communication from the host, Elizabeth was prompt and responsive, even when late in the evening. I was in need of extra pillows in order to sleep comfortably - no problem getting them. we would stay there again any time.",location
"We had a great stay at Elizabeth's place. The pool area was serene, and you couldn't ask for a better location!",location
"An excellent location, beautiful pool and wonderful night sleep! So glad we found such a beautiful spot in the middle of the city. We will definitely be back!",location
"This home is a wonderful respite from a hectic day of sightseeing and dealing with the traffic. The backyard garden and pool area feels as if you are in a tropical paradise, like Shangri-la. My cottage was very comfortable and even had extra products such as aloe vera lotion, which I needed for sunburn. I will most certainly stay here again if ever back in LA.",location
Perfect place for a get away!,location
Very convenient location for us to be able to visit with ease the parts of LA we love. Excellent space in the back to unwind in peace at the end of the day. We very much enjoyed our stay here.,location
"A very pleasant stay in a great area. Wish we had more time to enjoy the pool area, which was the perfect spot to just relax with wine. Located near so many great spots if you're looking to experience the new (is it new anymore?) Silverlake/Los Feliz!",location
"A nice, quiet, relaxing spot to come back to at the end of the day. The back yard is just as great as in the pictures. The cottage was loaded with everything we could have possibly needed. Just a really cool property nestled in a nice neighbourhood!",location
"Myself and my 13 year old daughter had a wonderful time here.  The area is lovely, very pretty and peaceful.  The house itself is absolutely lovely, the pool and garden area really are an oasis and just what is needed after a long day out, also a lovely area when you want to have a lazy day in.  The outside grill is an added bonus, if you want to cook yourself, and hot tub is so relaxing!  We were made to feel very welcome, and any question we had was answered very quickly.  Would certainly stay here again - it's a gem!",location
"What a great stay. Clean tidy place and in a great location. Eliazabeth was a fantastic host, was always willing to help and went out of her way to make sure we had a good stay. Highly recommended!",clean
"Very Clean, Beautiful patio/pool area, Elizabeth was easy to communicate with and quick to respond.  We also enjoyed meeting the other guests.",clean
"This is a fabulous spot if you need to relax/recharge! Clean, great location, pool and hot tub are amazing :)",location
"The Cottage was perfect. My wife and I chose to stay here to celebrate our 1 year anniversary. The pool is as wonderful as the pictures make it out to be, and the hot tub was relaxing for the evening.  It was nice being close shops on Sunset, especially Secret Headquarters and Vacation Records. You should also do yourself a favor and walk near by and grab fish tacos at the ""Best Fish Taco In Ensenada"".  The Cottage itself was great for a couple. Super comfortable bed, clean, and quiet.",location
The cottage was a great value for the amenities and location. A+,location
Elizabeth's place was great. It was comfortable and clean. Great location with lots of restaurants and bars nearby. Nothing I can add that other reviewer's haven't already mentioned. Came for a weekend trip (Fri-Sun) and parking in the neighborhood was not an issue. Would definitely stay here again.,clean
"This is one of the best places we have stayed. Perfect location, quiet area, beautiful back yard.<br/><br/>Room was the perfect size with all the amenities you could need.",location
"We stayed at Elizabeth's place whilst we were in LA for a wedding. Everything was great - it looked very much like it does in the pictures. We especially loved the outside space. The cottage is small (basically a bedroom and a bathroom), but has everything you need.",location
"This is a great little apartment with access to an amazing pool and garden. Perfect location for exploring Silver Lake, Los Feliz and Echo Park. Elizabeth managed to fit us in at very late notice and her communication was incredibly helpful and fast.",location
Location and backyard are just great! Host was very helpful and accommodating.,location
"This was a perfect place to stay for a weekend getaway. Even though we had a car, we never used it since there were so many great spaces to walk to. The neighborhood block was quiet and charming, while major entertainment destinations were within a 5-10 minute walk. The cottage was small but suitable for two people, especially since we spent most of our time exploring the area. The backyard was gorgeous and the pool & seating area were quite tranquil. Although the pool was advertised as heated, the water was too cold to get in, even on a hot 95 degree day. Check in/Check out was very easy and we had everything we needed, including extra towels and sundries. Thanks for everything, Elizabeth!",location
"Elizabeth's place was beyond! We stayed in early October, it was  90 degrees in LA, and a dip in the pool was the perfect reprieve from the heat! Our cottage was sparkling clean and stocked with sundries. We enjoyed the jacuzzi at night. And it was walking distance to some pretty great local spots (important for a New Yorker)! :D",clean
Beautiful spot with good restaurants nearby.,location
"We really enjoyed staying at the cottage. The room is within walking distance to the metro, supermarket, bars etc. and the garden/pool area is really beautiful. Check-in/check#out was easy as Elizabeth provided all necessary information.",location
"What a great spot! Centrally located, privacy if you want it, but super friendly host (ask to see his pottery). Kick back yard, view of city lights. My favorite of all. ",location
"This was exactly what we needed for a couple days getaway, and we couldn't be happier. Check-in communication was a breeze, we never felt disturbed or observed, and the back yard / pool was perfect. It's beautifully maintained, and even though the neighbors and city is around you it feels secluded and private. The bungalow itself is cozy as advertised, but it fits every need and is more than enough room for two to be comfortable.<br/>The only less than glowing comment I'd make isn't about the home or renters... street parking is generally plentiful, but two nights a week one whole side is deemed a no parking area for cleaning, and that goes for all of the surrounding streets too. If you return late at night (on those nights) be prepared to park far away and walk walk walk.<br/>We'll be back!",location
"I highly recommend staying at Sarah's stylish and cozy little studio right in Los Feliz. Super close to everything you could want, and for a reasonable price you have your own private studio, with an actual kitchen. Spotlessly clean, comfy bed, great shower, and while I never actually met Sarah in person, she provided me with very thorough check-in instructions, in addition to tips for staying in the area. I prefer to stay in Los Feliz when I come to LA, and I would certainly stay at Sarah's place again! All around, an excellent experience.",clean
"Jon was a wonderful host.  We contacted him the same day, and he responded to us very quickly.  While we were there, he was very helpful getting us in, and was quick to answer any questions we had while we were there.<br/><br/>The room was very comfortable, as was the bed.<br/>It was around 90 F while we were there, hot for us, and the Air Conditioning worked well : )<br/><br/>The backyard was nice, I lied in the hammock under the lemon tree, out of the sun.  A lemon fell on me was I was falling into a nap.  Tough life!<br/><br/>Highly recommend Jon's place.<br/><br/>It was a 5-10 minute walk to pick up some food nearby.  Reggie's was great.",location
Great location and just as advertised.,clean
"Great value for the location - easily walkable to many restaurants, shops, grocery, etc. Studio was exactly as-advertised and was nice to have a reserved parking spot.  Sarah was very responsive and quick to do so when we had a question. Lot of noise from upstairs neighbors, but we spent most of our time walking the area so were not bothered. Thanks Sarah!",location
Great location.  Plenty of space for two.  A steal!,location
"We had a wonderful time at Sarahâs! It is close to the Griffith Observatory as well as lots of yummy restaurants and coffee shops. Thank you, Sarah!",location
"This place was super cute and the location was perfect! If you're a solo traveler like I am, I'm not sure you could come across a better place. It's close to everything, and the neighborhood was really nice. Couldn't recommend enough!",location
"Great location, great space and as advertised. Sarah was a great a host. Highly recommended!",location
Sarahâs place was the perfect little spot in a convenient location! She responded quickly and her check-in instructions were really easy to follow. I highly recommend staying in her cute little studio!,location
Sarahâs place was nice for a quick weekend trip to LA. Perfect if youâre looking for a clean and simple apartment with all of the basics included. Itâs just a short walk to lots of shops and cafes which is always nice. I would recommend it!,clean
"Cute place, great location! Didnât meet Sarah but quick and friendly communication. ",location
Spacious room with well equipped kitchen. Not that you need it as there are so many great eating venues nearby. Perfect for our stay . Loved the area. ,location
Sarah's place is clean and in a great location. I'm glad I went back a second time.,clean
"I had a great stay at Sarah's well located apartment. The place is a basement unit in a nice brick apartment building, which was quiet, private, clean, and comfortable. It was a hot week in the LA summer (90s), but it stayed fairly comfortable inside with the ceiling fan and floor fan in the morning and evening and I slept great.",clean
"Sarah was a responsive host and her place was as advertisedâclean, stylish,  great location. I booked without knowing it didnât have AC but it wasnât a problem. Thanks Sarah!",clean
"This place is great, and so many great places are walkable! ",location
"Would definitely recommend staying here, apartment had everything we needed and was in a lovely area - itâs about a 15 minute drive from Hollywood Blvd but away from all the noise, which we loved. We didnât actually see Sarah as she left us to ourselves, but she was on hand to contact if we needed anything. Thanks for a great stay! ",clean
Sarah is so sweet! location was beautiful,location
"Good place for staying in LA. If you're traveling all day, it's perfect. If you plan to stay whole day at home, it could be hot in summer. <br/>Otherwise, clean and cute place in quiet area. Free parking lot is great advantage. <br/>Sarah is very good host. She helped a lot to us during our stay. I definitely recommend her :)",clean
"Location was excellent, near stores and shops and central to many destinations. Onsite parking seemed secure and was very accessible. Walls are a little thin so upstairs resident can be heard. Room has all expected amenities for kitchen and bath.  Ceiling fan and a box fan were provided. We came on a hot weekend and an extra fan would be nice. We had some issues with the TV but that was the fault of the prior guest. ",clean
"Clean, convenient, well-stocked, and in wonderful neighborhood. Sarah was a communicative and easygoing host. Upstairs neighbor is a little heavy-footed and lack of AC means keeping the windows open onto a fairly busy parking lot in the summer--not a problem for us, but simply something for more sensitive sleepers to be aware of! Otherwise no complaints at all.",clean
Fantastic spot in Los Feliz. Everything you need to enjoy Los Angeles. The neighborhood is safe & quiet with nearby stores & restaurants.,location
"We stayed in the studio for 4 nights during a long vacation all over California. As noted, the unit is in a great location in Los Feliz.  We found the area to be very charming and walkable, a real plus after all the driving that's required to see the sights in LA. Also, we took the Dash bus ($ .50 !) to the Griffith Observatory instead of trying to find parking up there. The stop is just 2 blocks from the unit. <br/><br/>The kitchen was well appointed with dishes, pots, utensils, stove, micro, and toaster. We cooked breakfast every day and there was nothing we needed to prepare our food that wasn't there. There's salt and pepper - essential but often missing in AirBnbs! - other seasonings, some coffee and lots of tea, and a wide assortment of snacky foods that seemed to have been left behind by other guests and kindly not tossed by the host. We added a bit to the collection!<br/><br/>Bed was comfy and thoughtfully set up with small bedside tables and lamps on both sides as seen in the photos. Bathroom is very large and there's even an empty dresser in there if you're staying a while and want to unpack. Sofa is newer and also very comfortable. Lots of TV channel/app options if you're crazy enough to hang out and watch TV when you could be out exploring Los Angeles! Plenty of outlets although on one side of the bed there's no unused/available plug.  <br/><br/>There were a few downsides here as well. Shower head is old and sprays a weird ring of water, and it takes a LOT of elbow grease to divert the water from the tub faucet.  Unit is quite a bit smaller than we expected from the photos. And, this is a basement unit. The windows are right at ground level, so we kept them closed and locked at night and whenever we were out, so we weren't able to enjoy the fresh air as much as we would have liked. Also, the entry door is just at the top of the stairs next to the unit and to close it from the outside you SLAM it really hard, so whenever someone is exiting the building at the back, you're going to know it!<br/><br/>One other note: The reserved parking spot at the back is super convenient, much closer to the unit entry door then parking on Los Feliz Blvd , and highly recommended if you have a compact car. We had a Ford Fiesta (tiny!) and it barely cleared the parking thruway when pulled all the way in to the spot.",location
"Sarah's place is cute and in the perfect location! Walking distance from a natural foods store, grocery store, and plenty of places to eat. It's also reasonably priced.<br/>My only caveat, especially if you are a woman staying alone, is that the entrance is in the back of the building, off the parking lot. The area is generally safe but your feelings on this may vary.<br/>Thanks!",location
"Sarahâs home is clean, bright and close to everything. I walked to most places in Los Feliz because it was so easy. The amenities covered all bases and if I ever return to Los Feliz I would stay here again! Highly recommend!",clean
Perfect place in the perfect location! The place was bigger than we expected and had everything we needed.,location
Sarah's place is perfect for a weekend and the location is awesome!,location
"Sarahâs place was exactly as described and served as a great base to explore LA from. I was able to go on runs in Griffith Park easily, and the proximity to coffee shops, restaurants, and groceries was convenient.",location
"Sarah's place is wonderful ! I lived there for a month and it was a lovely experience. Walkable to everything on Hillhurst and Vermont, and to trails in Griffith Park & probably the Greek Theater too. The space works beautifully for one person for an extended stay. Comfortable, stylish, simple. Sarah is an excellent communicator and caring host. Thanks so much !",location
Sarah's place is in a great location in Los Feliz.  It is only a 2 minute walk to the local Albertson's and a 3 minute walk to lots of restaurants and shops.  The bathroom is a lot bigger than I expected.  I enjoyed my time staying at her place.,location
"Sarah was literally one of the best  host I have ever visited. Her flat was perfect - spotlessly clean, literally all kitchen and bathroom equipment what you can imagine. Location was really nice and friendly, 15 min walk from subway. Communication with sarah was quick and all her instructions were clear. she was always on the phone prepared to help us with whatever we needed. Even we didnt meet in person I think she is really nice person and perfect host!!!",clean
"Everything is great. The place is cute, clean, spacious and has complete necessity for daily life. The basement always cool even during LA summer heat. It is also very close to the supermarket and my two fave parks Barnsdall and Griffith. On my first day, there was slight problem but Sarah resolved it quick and pleasant. Overall its been an amazing stay with such amazing host. Thank you very much :)",clean
Sarahâs apartment is adorable and the location is fantastic. I highly recommend this terrific Airbnb.,location
"Sarah's at Los Feliz is a perfect place to explore L.A. I love this neighborhood, close to Griffith Park (it can't be closer, indeed) at two of the streets with more vibes in the city (Vermont and Hillhurst). You can go walking to have a brunch or dinner, the cinema or shopping. Then, you have public transport to connect to every part of the city. <br/><br/>Besides, the apartment is cozy, comfortable, clean... as you can see in the pics. Don't hesitate, it's your place to stay and enjoy the city",location
"Sarahâs home is beautiful and perfectly located in Los Feliz. Everything was smooth, her space is clean, and so so cute. Would happily stay there again on our next trip.",clean
"I stayed in Sarah's Los Feliz studio while on assignment as a travel nurse in LA for about 20 weeks from December-April. I cannot say enough about the location of this studio. It is right in the heart of the Los Feliz neighborhood and there are so many restaurants, stores, and coffee shops within walking distance. I absolutely fell in love with the area and became a regular at many of the local spots. I also loved that I had the ability to walk to the grocery store from Sarah's place. The studio itself is cute and accurately pictured. It is definitely a small space but was perfect for me long term on my own, and was manageable with more than one person when my sister came to visit for a weekend. The building that the studio is in is older so obviously the studio is as well. I didn't find this to be an issue and I honestly thought that the building was gorgeous and had a lot of character. I especially loved the lush courtyard in the front of the building. Before I arrived I was initially concerned that the unit does not have air conditioning, but with the ceiling fan and the ability to open a window the warmer days in the spring were not an issue a all. There is also heating in the unit for colder days which was nice. I was also thankful to have a designated parking spot so that I didn't have to worry about finding street parking. I would say the only issue was receiving mail at the studio during my long term stay. There were a couple occasions where my packages were stolen or misplaced from the front of the building, but this would most likely not be an issue for a short stay and I NEVER felt unsafe living there. Sarah was an excellent host and responded within minutes every single time I reached out to her. I would highly recommend this stay for anyone visiting LA long or short term. I have only been gone a few days and I already miss it!",location
Great neighborhood. Unit is bright and comfortable. Great bathroom. Wonderful place to stay.,location
"My husband and I truly enjoyed our stay.  We were there for about a month and Sarah was very communicative, accommodating and helpful.  The area is great!  So many nice places within walking distance.  There's a Blue Bottle coffee (best coffee worth the wait), a health food store, Albertson's, Yuca's (really great burritos from the cutest little shack) and Jeni's (the best ice cream in the world) all right down the street.  <br/>Sarah's place has a full kitchen with plenty of plates and utensils and cookware plus some basic seasonings.  <br/>There is also a wall heater that was remarkably efficient in taking on the slight morning chill.<br/>The bathroom is nice with a large square tub and a lot of space for your things.<br/>Perfect place for 1-2 people for an extended stay, definitely consider Sarah's place next time you find yourself in LA!",location
"Amazing location! Walking distance to some of the best of central LA. So close to Griffith Park as well, this apartment is epically placed! <br/>The apartment itself is adorable, but it is a basement style place, so not the best lighting/air circulation, but there are fans. <br/>Basically, an amazing spot to explore la la land..!",location
"GREAT location but this unit needs to be fixed up before anyone else stays there.  The bed sheets were ripped upon arrival, the shower curtain was moldy, the couch and towels had mysterious stains, the floors were dirty, and there were mouse traps everywhere.  Additionally, the wifi is SUPER slow (upload speed of .1 mbps and a download speed of 10 mbps). Iâd recommend this place if the owner does a deep clean and a lot of fix-ups.",clean
"My partner and I stayed in Sarahâs studio for a month this fall and it was HEAVEN. Location could not be betterâhealth food and regular grocery stores just around the corner, loads of great restaurants within minutes, comfortable walk to Silver Lake area. Los Feliz is incredibly pleasant and adorable. The studio is so cozy and had everything we needed. Easy parking. Great big bathtub which we love. Enough storage and easy to keep tidy. Sarah was accommodating and communicative throughout our stay. This was an amazing home for us and we would have stayed longer if we could have! Thanks again, Sarah!",location
"Sarah's place is absolutely perfect for any type of stay. The place is quiet, clean, and very cute. The location of the apartment is the most ideal. You get the best of both worlds being close to the city and close to awesome hiking trails and parks. Sarah was super friendly and responded very fast whenever I reached out. She is an excellent host! Thanks so much for letting stay here Sarah!",location
Courtyard area lovely area and great location!!,location
